Legends:
 - P: time periods since still exists and alive the address # 0: 0-1h, 1: 1h-3h, 2: 3h-12h, 3: 12h-24h, 4: 1d-3d, 5: 3d-1w, 6: 1w-1m,  7: 1-3m, 8:>3m
 - CurV: Current Balance of the address (now)
 - MaxV: Max blance in the last 3 months
 - CHG%: diff between current and max(3m) balance
 - 1h%: balance change in the last hour
 - 3h%: balance change in last three hours
 [...] 
 - 3m%: balance change in last three months
--------------------------------------------------------------------------------------------------------------------
                           address P    CurV    MaxV    CHG%     1h%     3h%    12h%     1d%     1w%     1m%     3m%  
3BNynhH1NbpaQacgpRuzLkgvX2K93vZeBt 8   4.50K   4.50K    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
3QVnJK99kVeyqkRhr8LgzC9RcGhBTSGZAh 8   4.50K   4.50K    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
392JEmwtGF6NwTnrbMwkPYsYXzgCLS7oPW 8   4.50K   4.50K    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
3QVcp18SitG2ckes1xEB9rKnEPtsCohpSc 8   4.50K   4.50K    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
3Jnzbxpg8kitmukXXjstqXManY12xNkhf8 8   4.50K   4.50K    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
36t25RnypQsCAA71MwFr5WoTaJwUCcC23S 8   4.50K   4.50K    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
35pXACbX83dtPJDzK958Mov6T5qASowtDQ 8   4.50K   4.50K    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
1MLiPwYjNACQHREFKwGtkPpWgd8PqpbuQ4 8   4.49K   4.49K    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
1K1KYhxGDMTBJdhob9x9UWun7t5aVyuXZr 8   4.75K   4.75K    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
18Hp8j2JMvwtPs1eqNaYEEVvuFpjQJRFVY 8   4.33K   4.33K    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
18hFBPU81kC8V4Dp4iwdwQHakKa5TW2ZkJ 8   4.33K   4.55K   -5.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
16eb495TbiCRbRbZv4WBdaUvNGxUYJ4jed 8   4.32K   4.32K    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
3K2EVbGxyYSSy4hfGnmuBwZgxDkKsibbw1 8   3.92K   7.82K  -49.85    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
1FdjFtrBwf9Jc9fsGN2GtHmG2vs5ZcEuWH 8   4.15K   4.15K    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
 1VeMPNgEtQGurwjW2WsYXQaw4boAX5k6S 8   4.00K   4.00K    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
1LLR5c2CamQqiMkpH8UkcWWyV3sLuRmi4B 8   4.00K   4.00K    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
15MZvKjqeNz4AVz2QrHumQcRJq2JVHjFUz 8   3.96K   3.96K    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
37oqriHdUZHcynymq4jFgKvC1XakSeb1Ju 8   3.92K   3.92K    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
1NznGtukoc7Y3bK9VSCJt2B3HfJmJ3oT5Y 8   3.83K   3.90K   -1.63    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
3EyyYsbb7sPV6e6y4w9rX6AMraPcggXw8w 8   3.34K   3.34K    0.00   -0.00    0.00    0.00    0.00    0.00    0.00    0.00 
3QkxHL7hrHXCUeVSQ3GxZSjDh4R9XaXJ3W 8   3.64K   3.94K   -7.74    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
1KwiztHT2ZkL9DLRYqK5Jpk9mPqGmMbKeB 8   3.63K   4.05K  -10.42    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
14mPMrRm6TdjqHZhd7aBUbuWt5MYWReukR 8   3.60K   3.60K    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
3HcFaPHsxaf9NH7dyYHZwtE5mMTPFV3SuV 8   4.00K   4.18K   -4.30    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
35BT1rBxeVMuPCMc5fbc6mFW8er5mnJNX9 8   4.99K   4.99K    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
18AYc2Ck76LBvpPVLGoFP9wK3TiBXwwG4A 8   3.56K   3.56K    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
 1oBgkXsgCDMvoWcnrnm1XvYmRAqiuovFd 8   3.50K   3.50K    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
1HAn2QW5TtH5vtwwxUs9Jcn4sGtzsyk6vc 8   3.50K   5.00K  -30.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
1CBwhiVE4P6mYYDyECfvwy7RNLv3RAh9UY 8   3.41K   3.41K    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
1HCZf3CPJkPyJj5GmPami5zHr98kRPPbg8 8   3.41K   3.85K  -11.58    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
1JcDhgEMw7fqgL3qoxexyzCMUJ8AXoA4MP 8   3.87K   3.97K   -2.52    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
1G5tLb4tTGwRTvr7hS2HFsxSRLFrRxS8rC 8   3.37K   3.37K    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
1FvUkW8thcqG6HP7gAvAjcR52fR7CYodBx 8   3.35K   3.70K   -9.46    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
1Gn1GzVa88T1X3fdhejyq6jrZs43T24xW6 8   3.25K   3.25K    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
1BcAQzuTiVjQ41qqRkLLZA86Vm5qrtJ6c2 8   3.25K   6.30K  -48.44    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
1PTYXwamXXgQoAhDbmUf98rY2Pg1pYXhin 8   3.23K   3.23K    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
16oKJMcUZkDbq2tXDr9Fm2HwgBAkJPquyU 8   3.21K   3.21K    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
18XSK8h1avwT2J1gvP7tUvH7ncVwq5RUD5 8   3.20K   3.20K    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
17k636zpkoWYiZ7WfDELf5mPLqM3xE1HNi 8   3.18K   3.18K    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
1ECUjVU518ziD2XjQVwdJ9jE3Mu4YbyPpq 8   3.36K   6.73K  -49.97    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
12mrdg2fk87Jmpaoh6dYUd2C2jsoAjYZDn 8   3.15K   3.15K    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
1GdUzAYZ66vUdjziPGJz4TRv7p41S94oM7 8   3.15K   3.15K    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
193zge613zys7eSkQYQVd9xubovLN8Sr6j 8   3.14K   3.14K    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
1L9ipUywwErf9EaKCgLqrkoSM5ab3wrjvh 8   3.14K   3.14K    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
1CRjqcFsMqgeFm2vcs4cKYtaFbGrvUNYtD 8   3.09K   3.09K    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
1EgH7EUfgjr8gAK9t1BeHLDC1ijrVvdec3 8   3.08K   3.08K    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
18jGeboNHt1YpsDFcCeYPKm8qnAe9942BG 8   3.07K   3.07K    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
1Lg5pJRaWKw6n2J4CBjoEJY5ZdLwBu21U2 8   3.05K   3.05K    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
19TLEm6iAEBhLE92pFY1uicHZ6awCaFzab 8   3.20K   3.42K   -6.29    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
1MQ3UtURCfS96AxC5oZhfWF9eYeRKZUcNr 8   3.02K   3.02K    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
1JjMoB212ctAiuDvURyWhs813yY4c75cap 8   3.00K   3.00K    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
1ArZGb5V24gAgN51FeQknobi6kNyGx739r 8   3.00K   3.00K    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
1FDVbVJYKkWPFcJEzCxi99vpKTYxEY3zdj 8   3.00K   3.00K    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
1MCG8dJRZpPPZ2Po7jxXLYZnDUSBZKryx3 8   3.00K   3.00K    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
15DtovKcGFiAJmyVfbjvCXHyjtyoZhyyj4 8   3.00K   3.00K    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
1JLyNH2eNTji5hVw4Rqct4QEkte9UbGqP9 8   3.00K   3.00K    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
1MsYcBU7c8tRztb1B1fGES2s1WJsiFGt4s 8   3.00K   3.00K    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
1FgmSdxZjAwWDoTwy235fHk7XY1Ea7neyF 8   3.00K   3.00K    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
1DY5mnjeoZnW8eKesVTB5QcJeSoMn2ayN8 8   3.00K   3.00K    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
1Jzjx1J56gorBPRcA17wHvGx447YLisDW5 8   3.00K   3.00K    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
18cuc8LeptuYSCnCV7mTWkbWfviafWzgs7 8   3.00K   3.00K    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
19HhmfxGsznL8K7wXjZiFnhqddQucgfZzB 8   3.00K   3.00K    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
364YXLSyewMswVPGXBZ6A8ohPquEnmrTop 8   2.85K   4.01K  -28.89    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
1GWCEhnmYaXzdKjgvvT9rXxL2TVpNiHgu2 8   3.00K   3.00K    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
1KpwMa1w9DTUCB5asCgUdLRA22hto1Qgqv 8   3.00K   3.00K    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
17TZNT8CBPzUPDfKTXC25RQHrW6M2q6kRo 8   3.20K   3.20K    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
1HoDPH3wCSCiyGmSXX7xiadW2DayqaNaCo 8   2.98K   2.98K    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
16meZMCQDcgskEjTHVq9hn6xjV7o4jzeke 8   2.97K   2.97K    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
1LQaq7LLoyjdfH3vczuusa17WsRokhsRvG 8   2.97K   2.97K    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
15yxi4yUoknViiXA9cQwaqC1GraYWF9XuW 8   2.96K   2.96K    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
15HiQkbvQMoAzXyKdQbuCKTGDxTswYBUf5 8   2.94K   2.94K    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
1AenFm1zSRkhtPHwZmP2UuRQbWpakD8cVZ 8   2.92K   2.92K    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
1E38XQRdXVhafXoAXwSZyoxPQ7R5HtmfrW 8   2.91K   3.60K  -19.10    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
1BpT25yVRGmQ25DHbEXzmNGbgFtjkdhz2e 8   2.90K   2.90K    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
332pT5Qx165mwj6ht4sWgWKDC7Q9ctsEhX 8   1.67K   3.57K  -53.14    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
3ENSy1toeju14DvbWDqUq4PdWucrqehoEU 8   2.88K  26.29K  -89.05    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
13HnbdBhWxGyYFdLa2XddvSkLFn6dUPuTM 8   2.82K   2.82K    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
13KYdPnzGh5H8exFY3FhUo9Rvvs6kKAcL8 8   2.80K   2.80K    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
12cgpFdJViXbwHbhrA3TuW1EGnL25Zqc3P 8  970.37  15.89K  -93.90    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
1EUJKGm3FB65rr5W9anAEoWA3m71WpDayZ 8   2.74K   2.74K    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
1MiQrT5sEKTUGNMbd9WS3yPPkSjWdpYA2r 8   3.03K  32.16K  -90.58    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
1Lm8nJJDQVCw6sB7SRKw4qW9RC9izDn2Jq 8   2.72K   2.72K    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
19fBtWE5KefBXRbPAvgvaBN9t2wbh5dRJX 8   2.72K   2.72K    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
1HchsWHmk5jofCkJbV9PXZ4rQUWhDghaY6 8   2.72K   2.72K    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
1Nmp8y4GNkyfoYgN1ayWPRPVCic1MoPjmH 8   2.71K   3.61K  -24.90    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
16g2TW2hbFoov3DThSRBdnETaS94bFvq5v 8   2.70K  23.30K  -88.41    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
1PEUv3FjSWq88AgNYefeYaEhLWSiMW2vuy 8   2.70K   2.70K    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
3GDut2YrjRoxor8UQ96JdSmck4Pwn3KUY6 8   2.67K   2.67K    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
14Kzo5UNwQ1zXMsQ8x6ZiFsgjhhEWaMCkG 8   2.64K   2.64K    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
19DdkMxutkLGY67REFPLu51imfxG9CUJLD 8   2.62K   2.62K    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
1BrSzBwx2RLuppgGziqgF7oMuneHQVhsNc 8   2.60K   2.60K    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
17KcBp8g76Ue8pywgjta4q8Ds6wK4bEKp7 8   2.59K   2.59K    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
3HNpJFrc6h8Hy87PU7yjKWpCdJYNDb6PSf 8   2.57K   2.57K    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
17j45BXWrjSDttuurcSQubYLdLescJ7eJH 8   2.58K   2.58K    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
1GPvdXUJG2rPhBTwTpeSPL7AJkXWCbir3E 8   2.58K   2.58K    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
1HuaDgECUBU3FrteL2BnRkkPLQzR89U7os 8   2.56K   2.56K    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
1AjbEPKeyW4MCUpwb37Y1HR9uDQso67mQx 8   2.51K   2.51K    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
1P6brDbYKsQGqRduaTMa1v8hBqJYjig4Qc 8   2.51K   2.51K    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
1NT1jtYLNwFXLztD4U4B9sLizdYatirhWW 8   2.50K   2.50K    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
12owkvCcMPw5u1M692GbBFmpaMdX3kqXQM 8   2.50K   2.50K    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
3BPrbYMyzgb6BZHHKFrsETBwtYzLqoXcgr 8   2.50K   2.50K    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
1G23Uzwj55k2A9TRwaTknqGav66oDTkWCu 8   2.50K   2.50K    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
35Rwwc9e2Mj7smFXJ1iXF826cMW3tqfz6x 8   2.21K   2.64K  -16.36    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
183ychAgpMawFf5mxDELJRJzco28bMgnVk 8   2.45K   2.45K    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
33WDB3nsVHH5qafCAriPb8Jmb1e3ptsY4h 8   2.44K   5.88K  -58.48    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
 1xe5xLmvnhFSR77hDM3JDeg1xJYgJ24EW 8   2.44K   2.44K    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
1PxGTuJzDx1ceFHx4Z5CHaWuhiPBNovmZD 8   2.42K   2.42K    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
 1vkTyy1G4EDqvJm1RRMTUyr4LpbsA2FZx 8   2.41K   2.41K    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
1Kj6epyY2MdzZUCHE572jeV9n7DDRReaZJ 8   2.41K   2.41K    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
14syZzpPMDXoQEf7yE37dzqBcq7u8qvi37 8   2.40K   2.40K    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
1EASLyaQnWcGaHWihbcvB9oqo19yk5Skit 8   2.40K   2.40K    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
1Q6VMUacupsVvGgSW8puCdSb65jMVpSunQ 8   2.37K   2.37K    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
1NPQdExPc28cLqUHBPVrEUuxAejEn2mZCy 8   2.36K   2.36K   -0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
152p1VPp2UYceP9BLtJRLoMgoErQRCryTt 8   2.35K   2.35K    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
1NWPS2fWw6FMeJEjg6DMMpYxQyB4TKpVsb 8   2.34K   2.34K    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
15H9kPoYYM6DLYxjGG9irXtgGcujppgn1w 8   2.32K   3.32K  -30.10    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
3BS19H2XfUN3JS8inwCFTmBPfPA2qC22Js 8   2.31K   2.31K    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
1Dp1yVTFmgb6oL5WoNVsLsZso4ATMzxD1M 8   2.29K   2.29K    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
1ExHG2A6jFwzU9EmPxGu4rc1JxcFjj7hks 8   2.28K   2.28K    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
14XRKE5QKqdq2koHX1mgd44B7RHToGTT76 8   2.25K   2.25K    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
13ahgw8sM95EDbugT3tdb8TYoMU46Uw7PX 8   2.24K   2.24K    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
1EiiKCCnFgHjEvPZdu29qqgdBm8zTvpU3U 8   2.21K   2.21K    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
1F2f54RRbPbj2Svi4Ni9n3RN41W3YwsFPh 8   2.21K   2.21K    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
1HjdiADVHew97yM8z4Vqs4iPwMyQHkkuhj 8   2.20K   2.20K    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
1JaPNwMXt2AuVkWmkUHbsw78MbGorTfmm2 8   2.19K   3.60K  -39.02    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
19dwHtRWNQcAw4gmzmGpYbRbWyj5UqDA3n 8   2.19K   2.19K    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
1DeV8RdeJXxX6C1FHSBNJRqGRoYFtHUpc1 8   5.61K   5.61K    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
1Hxjs5CbibW1gsecELJcTVWQro9AmdTtqB 8   2.16K   2.16K    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
16adfbSbjiHdWRwEChXBeUv1m6xhRH3opB 8   2.16K   2.16K    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
1CK1TJBs2dganXuBtYBrYkPsc2pQCKoBEN 8   2.15K   2.15K    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
195HvmjXgoF3M5vFaBC8swZPhwrE7VhxRD 8   2.14K   2.14K    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
1CounterpartyXXXXXXXXXXXXXXXUWLpVr 8   2.13K   2.13K    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
1DJs7mPRvdiLY8cRzTfXZfBQRUUdJzLV1T 8   2.10K   2.10K    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
1MiCHaiL1kNdySU2XvPSizUEGou1RFtyA3 8   2.10K   2.10K    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
1NB3ZXxs3vfq1hRhuSAZ3zPdQNrXBQB6ZX 8   2.10K   2.10K    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
13ACvVSUKeQ57zBtENsJtHManPTJ5sZuRw 8   2.10K   2.10K    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
 1VLZtmKa95BFrXHeyHEETAivJ22pTEhrT 8   2.10K   2.10K    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
16Q5zhKCMbpEkR43K6tgzdkh1mTUfi7SMy 8   2.10K   2.10K    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
13DyBwhpDw6152q1drbK2US5S3CdY1mRnU 8   2.10K   2.10K    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
1MEKbMf7hPw2scP468unqAXjedZWMM4La4 8   2.10K   2.10K    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
367GwKzLQpyCJbgm5Rmck61CSAHZyuHg74 8   2.09K   2.09K    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
112eX4zCJXNduxauMk9FuUReWdnZGdiWjc 8   2.08K   2.08K    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
142fFLWkLgteEB48wC6tcChK5dXkptbjn6 8   2.07K   2.07K   -0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
1CkdZXJtpbxxX4QAzbRhiFNU3PkcsUsFzw 8   2.07K   2.07K    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
1CU33fX35WYJDNxXM5jqawQtVGr32QEGrV 8   2.05K   2.05K    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
1NAgFZKa8YFMKVedJJwCwqYc4nZgGqU1vp 8   2.04K   2.04K    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
1N75nddcDGiQeP7wTNBC1K8pvqCo1CXhPy 8   2.04K   2.12K   -3.82    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
1CUgoX3RVZx3rdtfAK8Mus6XWL9PgXzC5g 8   2.04K   2.04K    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
1NMNbGe1rnzdunuZsTE3Y2keqeSi3iHtK5 8   2.03K   2.03K    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
1C9YsZgVLPbXxiHPEYbh3HnbynwoDxmvoB 8   2.03K   2.03K    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
1BMB272EM8F9RXaFszJ7nxxN8VNjoa3mYu 8   2.01K   2.01K    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
16ZWijsFnFwAgZPG5EPiZKHRHCJM4Yj1Kb 8   2.00K   2.00K    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
 1cdh6xu8uZLexAQNDsxZTvYPYCmmpMHn7 8   2.00K   2.00K    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
36tgybUDNZrkKjEeiC9qGMZiezw8jZVKqk 8   6.90K  12.00K  -42.52   -0.00    0.00    0.00    0.00    0.00    0.00    0.00 
13L2JtckKzyqewVi4Lh5KrGo4jJAnqPi3Y 8   1.84K   2.71K  -32.24    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
1J129YQ45b3AM3f2RDosPpDbwcwpEAJFts 8   1.75K   3.75K  -53.33   -0.00    0.00    0.00    0.00    0.00    0.00    0.00 
1Crest4VhbUL7ucA4ojYhsixsrurXzUQ8i 8   2.05K   2.29K  -10.65    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
19PkHafEN18mquJ9ChwZt5YEFoCdPP5vYB 8   2.14K   2.50K  -14.27    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
3NGyoV1FnfZUMnYCpEZJB47Bu7JWZGc7xq 8   2.83K   7.91K  -64.30    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
1J37CY8hcdUXQ1KfBhMCsUVafa8XjDsdCn 8   1.97K  10.44K  -81.14    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
3EyhFgLxsC8RNFshEa4JV9ibmCor4t2Baz 8   1.71K   2.44K  -29.93   -0.00    0.00    0.00    0.00    0.00    0.00    0.00 
1BBhWxUFYb81ZE6ShgMeLvaC8ocw7eWp59 8   1.33K   2.00K  -33.65    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
1PZ1BcfJoz8HGqzu9fDWPKaevQA8xzvyXd 8   2.00K   5.23K  -61.75    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
3LfHhjsTsCD36oKvTZ6RMBsx5YyTWh9Cr5 8   3.30K   8.22K  -59.83    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
19aqdmiBCrDzJDRPcqwj3mxLjhHbcfjkJf 8   2.11K   6.11K  -65.47    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
1DB77NZCsCqu3jaeWfuXAQka9kGA6wA383 8   2.35K   2.55K   -7.84    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
1CresX7V9ybphKCHMkB8stC4ToZyjwVSnF 8   1.50K   2.66K  -43.56    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
16tuUtq2saTk78zd3miKFPueLbLzUMRwMB 8   2.35K   2.35K    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
1ERzYWfrrXZQUPwQV25Jki1cxR6SnTB8p6 8   1.74K   3.18K  -45.11    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
1BnkEt2ceoVhnQVrqeAzigcroQ6MVyxFey 8  206.35  10.43K  -98.02   -0.00    0.00    0.00    0.00    0.00    0.00    0.00 
1Kr4V5VxD69QG4WMiBHhq1M2NsezccL3ji 8   17.45   3.52K  -99.50    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
1G9DprXpwhFXPf2TtTFjBuqNvzVwjgcTAE 8    6.70   2.78K  -99.76    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
1KdHxEK9KTAJBgydGFJQaPVUoY1iiZL1Pe 8   2.40K   2.40K    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
1AfUrCHzjtaErrvJCYxxc6SoGJKLYdCrYn 8   59.23   4.24K  -98.60    0.00    0.00    0.00    0.00    0.00    0.00    0.00 
1Bh2eqqUEbNe5Tbi6v1NGWM1SMYDGpg2xP 8    0.00  15.17K   RESET    VOID    VOID    VOID    VOID    VOID    VOID    VOID 
